time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,precipitation_sum,rain_sum,snowfall_sum,windspeed_10m_max,windspeed_10m_mean,windgusts_10m_max,relative_humidity_2m_max,relative_humidity_2m_min,relative_humidity_2m_mean,shortwave_radiation_sum,sunshine_duration,et0_fao_evapotranspiration,city,latitude,longitude
2021-02-25,21.9,11.0,16.1,21.3,10.4,15.6,0.0,0.0,0.0,12.9,6.7,22.3,100,44,75,16.74,30065.63,3.13,Giza,30.00944,31.20861
2021-02-26,22.1,9.5,15.9,20.6,8.4,14.7,0.0,0.0,0.0,11.8,7.5,20.9,98,35,67,18.29,36288.2,3.42,Giza,30.00944,31.20861
2021-02-27,23.1,11.9,17.0,20.6,10.9,14.8,0.4,0.4,0.0,19.4,14.2,34.9,97,29,63,17.97,36093.64,4.06,Giza,30.00944,31.20861
2021-02-28,21.2,11.4,16.1,19.3,10.5,14.4,0.0,0.0,0.0,12.6,9.7,29.5,97,33,64,17.65,36745.48,3.52,Giza,30.00944,31.20861
2021-03-01,22.9,10.1,16.1,19.9,9.0,14.3,0.1,0.1,0.0,19.3,9.0,32.0,93,25,63,16.66,36626.26,3.48,Giza,30.00944,31.20861
2021-03-02,21.3,10.6,15.5,18.0,9.3,13.2,0.0,0.0,0.0,16.1,10.9,29.5,93,28,59,19.01,36985.0,3.96,Giza,30.00944,31.20861
2021-03-03,18.8,9.5,13.9,14.7,7.6,11.0,0.0,0.0,0.0,22.4,12.3,38.2,84,35,58,15.57,36743.0,3.32,Giza,30.00944,31.20861
2021-03-04,20.0,7.1,13.7,16.2,4.7,11.0,0.0,0.0,0.0,21.2,10.8,37.4,89,32,59,13.84,25011.76,3.11,Giza,30.00944,31.20861
2021-03-05,22.4,9.6,16.2,20.3,8.1,14.2,0.0,0.0,0.0,11.8,7.3,23.8,89,23,52,20.68,37272.52,4.11,Giza,30.00944,31.20861
2021-03-06,24.9,10.3,17.5,21.0,8.4,14.4,0.0,0.0,0.0,20.5,15.4,37.4,91,22,52,21.07,37485.58,5.03,Giza,30.00944,31.20861
2021-03-07,24.5,11.3,17.3,21.6,9.5,14.8,0.0,0.0,0.0,20.1,15.4,32.8,99,24,61,20.31,33896.75,4.55,Giza,30.00944,31.20861
2021-03-08,24.4,10.6,17.8,21.6,8.8,15.5,0.0,0.0,0.0,17.6,12.9,33.5,92,27,55,21.02,37703.85,4.66,Giza,30.00944,31.20861
2021-03-09,30.8,14.4,22.5,27.9,10.5,19.2,0.0,0.0,0.0,15.6,10.0,29.9,47,10,25,21.1,37934.34,5.77,Giza,30.00944,31.20861
2021-03-10,35.1,16.4,25.4,29.7,11.8,20.6,0.0,0.0,0.0,23.1,15.6,40.3,25,5,15,21.44,37279.16,8.23,Giza,30.00944,31.20861
2021-03-11,27.7,15.0,20.9,25.9,13.9,19.0,0.0,0.0,0.0,19.7,11.8,34.2,80,26,47,20.91,37249.0,5.36,Giza,30.00944,31.20861
2021-03-12,22.6,12.9,17.5,20.9,10.7,14.8,0.0,0.0,0.0,19.2,14.8,33.8,72,30,51,20.36,37147.29,4.78,Giza,30.00944,31.20861
2021-03-13,23.0,10.0,16.6,20.1,8.1,14.0,0.0,0.0,0.0,23.3,12.8,36.4,83,29,53,20.89,38553.49,4.55,Giza,30.00944,31.20861
2021-03-14,24.6,10.2,17.4,21.1,8.5,14.8,0.0,0.0,0.0,21.5,15.4,36.7,91,29,57,19.37,36042.61,4.62,Giza,30.00944,31.20861
2021-03-15,26.7,13.2,19.7,24.6,11.3,17.7,0.2,0.2,0.0,16.4,13.3,31.0,88,27,55,20.75,37222.57,4.82,Giza,30.00944,31.20861
2021-03-16,25.1,12.6,19.0,23.8,11.7,17.3,0.0,0.0,0.0,16.2,12.1,28.8,94,28,57,21.97,39548.24,4.82,Giza,30.00944,31.20861
2021-03-17,24.5,12.1,18.3,21.0,11.2,16.0,0.0,0.0,0.0,17.7,10.6,33.8,84,18,48,22.6,39841.34,5.14,Giza,30.00944,31.20861
2021-03-18,23.0,13.1,17.9,21.7,12.1,16.1,0.0,0.0,0.0,15.0,7.5,26.3,77,27,48,22.36,39885.96,4.58,Giza,30.00944,31.20861
2021-03-19,24.2,11.7,18.6,22.6,10.1,16.3,0.0,0.0,0.0,17.3,11.7,27.7,84,25,48,22.24,40059.24,5.06,Giza,30.00944,31.20861
2021-03-20,31.8,13.9,23.1,29.3,11.4,20.6,0.0,0.0,0.0,14.7,8.6,25.2,57,12,33,22.11,40004.75,5.55,Giza,30.00944,31.20861
2021-03-21,33.8,15.9,25.9,33.3,14.6,24.0,0.0,0.0,0.0,12.7,6.8,32.0,66,15,33,12.78,23543.94,4.24,Giza,30.00944,31.20861
2021-03-22,36.0,27.6,31.5,34.6,24.3,28.4,0.0,0.0,0.0,24.8,13.6,37.1,25,12,19,17.72,29035.26,7.9,Giza,30.00944,31.20861
2021-03-23,33.7,17.6,26.7,29.6,16.4,23.1,0.0,0.0,0.0,32.9,19.0,51.1,60,14,30,15.89,39536.39,7.6,Giza,30.00944,31.20861
2021-03-24,21.9,14.1,17.6,16.8,10.6,13.9,0.0,0.0,0.0,29.2,18.4,49.3,74,23,44,22.36,35894.63,5.57,Giza,30.00944,31.20861
2021-03-25,20.6,10.7,15.9,18.1,9.9,13.6,0.0,0.0,0.0,16.7,9.3,33.5,88,25,53,21.59,40760.73,4.37,Giza,30.00944,31.20861
2021-03-26,18.7,11.3,15.1,15.8,8.1,12.2,0.0,0.0,0.0,20.7,13.2,34.6,86,33,55,14.97,26900.56,3.65,Giza,30.00944,31.20861
2021-03-27,21.4,7.5,14.5,18.1,5.0,11.0,0.0,0.0,0.0,24.5,14.1,41.4,79,22,47,23.57,40807.88,5.08,Giza,30.00944,31.20861
2021-03-28,21.5,11.0,16.0,18.9,8.0,12.4,0.0,0.0,0.0,21.6,16.4,37.4,63,29,46,21.09,36289.41,5.1,Giza,30.00944,31.20861
2021-03-29,22.4,9.8,16.0,18.8,7.2,12.5,0.0,0.0,0.0,23.7,16.4,40.0,72,28,48,22.71,41863.83,5.24,Giza,30.00944,31.20861
2021-03-30,22.9,11.2,17.2,20.4,9.3,14.3,0.0,0.0,0.0,18.4,13.3,36.4,73,25,45,22.95,40620.52,5.32,Giza,30.00944,31.20861
2021-03-31,21.7,10.8,16.1,19.1,9.1,13.9,0.0,0.0,0.0,18.4,11.1,35.6,90,29,57,20.31,38720.48,4.26,Giza,30.00944,31.20861
2021-04-01,21.7,10.0,16.4,17.7,8.4,13.2,0.0,0.0,0.0,23.4,12.2,41.0,82,23,46,18.04,38261.61,4.58,Giza,30.00944,31.20861
2021-04-02,21.7,9.5,16.0,17.3,7.3,13.2,0.0,0.0,0.0,20.3,11.2,36.7,81,26,52,18.77,41605.25,4.14,Giza,30.00944,31.20861
2021-04-03,24.5,11.3,17.6,22.3,9.4,15.2,0.0,0.0,0.0,17.7,8.1,28.4,71,17,42,24.55,42392.94,5.3,Giza,30.00944,31.20861
2021-04-04,28.0,12.8,20.6,25.5,10.9,17.7,0.0,0.0,0.0,19.0,12.7,30.6,67,16,37,24.5,42498.57,6.54,Giza,30.00944,31.20861
2021-04-05,33.2,14.0,23.6,29.3,10.2,19.4,0.0,0.0,0.0,21.9,16.2,38.2,45,6,24,25.09,42603.98,8.2,Giza,30.00944,31.20861
2021-04-06,34.4,14.2,25.1,31.8,11.9,22.3,0.0,0.0,0.0,17.1,8.6,28.8,62,6,27,25.19,41618.1,6.72,Giza,30.00944,31.20861
2021-04-07,35.0,18.2,26.6,32.3,14.4,23.3,0.0,0.0,0.0,22.7,11.9,36.0,49,6,20,24.95,42813.86,7.83,Giza,30.00944,31.20861
2021-04-08,28.8,14.8,21.6,27.9,14.4,19.8,0.0,0.0,0.0,20.9,15.3,34.6,97,23,53,24.24,42777.43,6.16,Giza,30.00944,31.20861
2021-04-09,26.6,12.6,18.7,25.0,11.5,16.4,0.0,0.0,0.0,23.9,15.4,43.2,91,24,56,23.64,42913.34,5.64,Giza,30.00944,31.20861
2021-04-10,20.9,13.0,16.1,17.1,9.2,12.0,0.0,0.0,0.0,22.7,17.8,42.5,66,22,41,23.57,40007.83,5.68,Giza,30.00944,31.20861
2021-04-11,22.0,10.1,16.1,20.3,7.8,13.3,0.0,0.0,0.0,15.5,11.4,30.2,67,26,44,24.05,42983.21,5.22,Giza,30.00944,31.20861
2021-04-12,23.9,10.5,17.1,21.5,8.8,14.7,0.0,0.0,0.0,22.6,11.1,35.3,79,24,48,24.15,40274.62,5.36,Giza,30.00944,31.20861
2021-04-13,24.4,10.3,17.9,21.9,8.2,15.2,0.0,0.0,0.0,22.1,13.6,35.3,81,26,48,24.96,43053.17,5.65,Giza,30.00944,31.20861
2021-04-14,27.4,12.8,20.1,23.8,10.5,17.0,0.0,0.0,0.0,22.3,17.2,37.4,79,19,45,25.08,43088.22,6.59,Giza,30.00944,31.20861
2021-04-15,30.9,13.0,22.1,27.4,11.5,19.2,0.0,0.0,0.0,19.3,16.7,35.3,91,14,45,25.25,43123.34,7.04,Giza,30.00944,31.20861
2021-04-16,34.0,16.4,25.6,30.7,13.8,22.3,0.0,0.0,0.0,20.6,15.7,38.2,67,12,30,25.33,43158.52,8.45,Giza,30.00944,31.20861
2021-04-17,35.8,19.1,27.5,31.8,15.5,23.7,0.0,0.0,0.0,22.5,16.6,40.3,37,9,22,25.54,43193.8,9.25,Giza,30.00944,31.20861
2021-04-18,40.7,22.7,31.9,37.9,19.4,28.8,0.0,0.0,0.0,19.4,10.6,29.9,41,6,17,25.73,43200.0,8.34,Giza,30.00944,31.20861
2021-04-19,41.3,24.9,33.8,37.1,22.0,30.6,0.0,0.0,0.0,20.6,9.8,37.8,20,9,13,20.79,36000.0,7.87,Giza,30.00944,31.20861
2021-04-20,33.7,20.6,26.4,32.8,16.8,24.2,0.0,0.0,0.0,24.6,18.4,41.0,66,17,39,24.63,42950.76,8.22,Giza,30.00944,31.20861
2021-04-21,30.2,15.7,22.2,26.7,13.8,19.0,0.0,0.0,0.0,24.3,20.1,38.5,78,16,44,25.15,43200.0,7.35,Giza,30.00944,31.20861
2021-04-22,29.5,14.8,21.3,26.5,13.1,18.4,0.0,0.0,0.0,25.7,20.9,41.0,88,21,52,25.26,43200.0,6.85,Giza,30.00944,31.20861
2021-04-23,29.8,13.8,21.5,26.1,11.8,18.5,0.0,0.0,0.0,25.7,20.3,46.1,87,17,49,26.3,43200.0,7.1,Giza,30.00944,31.20861
2021-04-24,32.8,14.6,23.6,30.2,13.7,21.3,0.0,0.0,0.0,17.7,15.2,33.5,95,12,46,26.17,43200.0,7.11,Giza,30.00944,31.20861
2021-04-25,37.3,16.8,27.3,34.2,14.3,24.2,0.0,0.0,0.0,28.6,12.1,43.9,41,9,23,26.25,43200.0,8.4,Giza,30.00944,31.20861
2021-04-26,28.4,17.9,22.6,27.5,17.4,21.4,0.0,0.0,0.0,17.2,13.8,34.6,81,28,53,24.31,42412.4,6.1,Giza,30.00944,31.20861
2021-04-27,29.7,15.6,22.0,27.9,14.9,20.7,0.0,0.0,0.0,18.8,11.0,34.6,82,19,50,25.27,38129.98,6.08,Giza,30.00944,31.20861
2021-04-28,33.2,15.0,24.4,29.2,14.6,21.8,0.0,0.0,0.0,23.7,17.7,41.4,90,13,43,26.82,43200.0,8.16,Giza,30.00944,31.20861
2021-04-29,36.8,18.6,27.6,33.3,16.9,24.5,0.0,0.0,0.0,25.3,20.7,44.6,67,12,35,26.59,43200.0,9.63,Giza,30.00944,31.20861
2021-04-30,39.0,20.4,29.8,35.5,18.0,26.3,0.0,0.0,0.0,26.3,20.3,46.1,50,10,27,26.56,43200.0,10.55,Giza,30.00944,31.20861
2021-05-01,38.9,21.9,30.9,35.4,18.2,27.0,0.0,0.0,0.0,22.8,16.6,39.2,29,10,17,26.78,43042.61,10.47,Giza,30.00944,31.20861
2021-05-02,37.2,20.3,29.7,34.9,18.5,26.9,0.0,0.0,0.0,17.1,13.6,33.5,49,10,24,26.68,43200.0,9.08,Giza,30.00944,31.20861
2021-05-03,40.1,21.1,31.3,36.9,18.8,28.0,0.0,0.0,0.0,19.2,13.8,34.6,41,7,18,26.59,43200.0,9.69,Giza,30.00944,31.20861
2021-05-04,41.7,21.6,32.4,39.5,19.0,29.6,0.0,0.0,0.0,15.7,9.5,31.0,29,7,15,27.05,43285.6,8.76,Giza,30.00944,31.20861
2021-05-05,40.8,24.7,33.2,38.9,22.3,30.8,0.0,0.0,0.0,19.8,9.9,33.1,30,9,17,26.3,43200.0,8.61,Giza,30.00944,31.20861
2021-05-06,39.1,22.5,31.2,37.3,20.7,28.9,0.0,0.0,0.0,24.7,11.6,41.8,40,11,22,26.73,43270.84,8.73,Giza,30.00944,31.20861
2021-05-07,38.8,22.4,31.2,37.5,20.5,28.8,0.0,0.0,0.0,20.6,12.1,32.0,37,10,22,26.96,43378.2,8.93,Giza,30.00944,31.20861
2021-05-08,42.9,21.7,33.2,41.1,18.6,30.5,0.0,0.0,0.0,14.5,8.1,27.4,41,5,15,27.52,43489.06,8.14,Giza,30.00944,31.20861
2021-05-09,42.1,28.2,34.3,40.8,24.2,31.9,0.0,0.0,0.0,19.0,11.5,38.9,37,9,17,23.75,37940.85,8.87,Giza,30.00944,31.20861
2021-05-10,35.9,20.6,28.3,36.2,22.0,28.0,0.0,0.0,0.0,22.3,14.3,35.6,87,19,47,26.94,43480.71,7.88,Giza,30.00944,31.20861
2021-05-11,32.8,18.9,26.0,33.5,20.3,26.0,0.0,0.0,0.0,19.1,12.2,31.7,92,25,52,26.52,43200.0,6.84,Giza,30.00944,31.20861
2021-05-12,32.5,18.0,25.3,32.6,19.0,24.7,0.0,0.0,0.0,20.6,10.5,37.1,88,14,47,27.65,43594.77,6.98,Giza,30.00944,31.20861
2021-05-13,33.8,16.9,25.9,32.3,17.1,24.7,0.0,0.0,0.0,23.1,11.5,36.0,85,14,42,28.07,43840.08,7.41,Giza,30.00944,31.20861
2021-05-14,35.2,17.7,26.9,32.7,17.9,24.9,0.0,0.0,0.0,21.9,16.4,36.7,88,15,41,27.87,43839.67,8.56,Giza,30.00944,31.20861
2021-05-15,35.9,19.0,27.9,33.7,18.1,25.7,0.0,0.0,0.0,18.5,14.8,33.8,66,13,33,28.19,43965.88,8.79,Giza,30.00944,31.20861
2021-05-16,39.5,21.5,30.4,37.7,19.5,28.2,0.0,0.0,0.0,28.3,11.1,47.9,46,9,25,27.75,43966.41,8.5,Giza,30.00944,31.20861
2021-05-17,32.5,19.3,25.5,32.4,20.1,24.9,0.0,0.0,0.0,22.4,13.0,37.4,86,19,48,26.83,43309.11,7.12,Giza,30.00944,31.20861
2021-05-18,34.2,18.4,26.0,32.4,18.6,24.8,0.0,0.0,0.0,25.0,15.6,40.0,80,19,46,27.57,43836.64,7.84,Giza,30.00944,31.20861
2021-05-19,35.2,18.6,26.9,33.2,19.0,25.5,0.0,0.0,0.0,22.7,17.8,39.2,87,18,47,27.78,44098.49,8.31,Giza,30.00944,31.20861
2021-05-20,36.7,19.0,28.1,35.4,19.6,26.7,0.0,0.0,0.0,24.8,15.8,38.9,87,13,42,28.16,44231.93,8.56,Giza,30.00944,31.20861
2021-05-21,35.8,18.6,27.4,35.2,18.6,26.2,0.0,0.0,0.0,24.3,13.0,40.0,73,17,40,28.22,44367.19,8.23,Giza,30.00944,31.20861
2021-05-22,30.9,20.2,24.7,30.0,19.6,23.2,0.0,0.0,0.0,21.6,16.8,36.4,78,22,47,28.13,43200.0,7.62,Giza,30.00944,31.20861
2021-05-23,32.1,18.7,25.1,31.0,17.9,23.7,0.0,0.0,0.0,20.4,14.8,33.5,68,23,44,27.97,43696.28,7.71,Giza,30.00944,31.20861
2021-05-24,34.1,17.8,26.4,33.0,19.2,25.5,0.0,0.0,0.0,18.9,13.7,32.8,98,17,47,27.91,44102.47,7.81,Giza,30.00944,31.20861
2021-05-25,35.7,18.9,27.6,33.7,18.1,25.9,0.0,0.0,0.0,23.5,16.0,38.2,66,18,37,28.5,44678.23,8.88,Giza,30.00944,31.20861
2021-05-26,37.9,20.1,29.4,35.7,19.6,27.6,0.0,0.0,0.0,22.3,14.5,40.3,66,12,33,28.74,44814.2,8.94,Giza,30.00944,31.20861
2021-05-27,38.0,20.3,29.9,37.3,20.7,28.8,0.0,0.0,0.0,18.4,12.6,30.6,76,14,36,28.56,44813.05,8.61,Giza,30.00944,31.20861
2021-05-28,35.0,20.5,28.3,33.2,21.7,27.4,0.0,0.0,0.0,19.5,12.4,35.6,82,14,39,28.68,44811.57,8.24,Giza,30.00944,31.20861
2021-05-29,34.1,20.1,27.6,34.4,21.7,27.7,0.0,0.0,0.0,20.2,9.8,34.2,80,22,45,28.31,44915.83,7.46,Giza,30.00944,31.20861
2021-05-30,37.8,20.6,30.4,35.6,20.5,28.3,0.0,0.0,0.0,15.1,11.6,29.5,65,9,27,28.63,45054.93,8.7,Giza,30.00944,31.20861
2021-05-31,40.2,26.4,33.2,38.8,22.8,30.4,0.0,0.0,0.0,20.6,15.0,40.3,27,14,18,28.35,45163.14,10.48,Giza,30.00944,31.20861
2021-06-01,36.2,20.9,28.8,36.1,20.4,27.3,0.0,0.0,0.0,25.1,14.8,42.8,67,16,35,28.43,45163.44,8.78,Giza,30.00944,31.20861
2021-06-02,33.7,20.4,27.1,33.6,21.1,26.0,0.0,0.0,0.0,22.4,15.3,36.4,78,20,43,28.48,45274.95,8.27,Giza,30.00944,31.20861
2021-06-03,32.7,18.5,25.7,31.4,17.7,23.8,0.0,0.0,0.0,21.3,15.9,34.2,71,16,40,28.79,45417.32,8.23,Giza,30.00944,31.20861
2021-06-04,32.8,18.0,25.1,31.7,18.0,23.8,0.0,0.0,0.0,21.9,14.8,36.7,79,20,46,28.78,45674.05,7.79,Giza,30.00944,31.20861
2021-06-05,32.9,18.5,25.9,32.2,19.4,24.9,0.0,0.0,0.0,17.3,13.9,32.4,88,19,47,27.5,44965.48,7.57,Giza,30.00944,31.20861
2021-06-06,33.1,18.6,26.1,32.9,20.2,25.5,0.0,0.0,0.0,20.2,12.6,32.4,94,19,48,28.69,44797.8,7.54,Giza,30.00944,31.20861
2021-06-07,33.9,17.8,26.1,32.9,18.5,25.4,0.0,0.0,0.0,22.3,11.5,36.7,86,17,45,29.3,45938.3,7.64,Giza,30.00944,31.20861
2021-06-08,35.9,18.5,27.7,33.1,19.1,26.1,0.0,0.0,0.0,20.6,14.1,35.3,83,13,39,29.09,43730.28,8.61,Giza,30.00944,31.20861
2021-06-09,39.5,21.8,31.7,39.7,21.1,30.2,0.0,0.0,0.0,15.1,10.1,28.4,54,12,26,28.75,46061.07,8.54,Giza,30.00944,31.20861
2021-06-10,37.8,22.6,30.7,37.0,22.8,29.6,0.0,0.0,0.0,19.4,12.9,34.6,61,15,32,28.69,46062.87,8.91,Giza,30.00944,31.20861
2021-06-11,37.8,21.8,29.8,36.8,22.7,29.0,0.0,0.0,0.0,27.0,14.5,43.9,70,16,39,28.61,46064.22,8.78,Giza,30.00944,31.20861
2021-06-12,37.7,21.9,29.6,36.0,21.7,27.7,0.0,0.0,0.0,30.1,22.6,49.0,74,18,40,28.27,46330.36,10.01,Giza,30.00944,31.20861
2021-06-13,35.9,21.4,28.6,36.4,21.6,27.6,0.0,0.0,0.0,24.4,19.7,39.6,83,22,46,28.67,46169.59,8.82,Giza,30.00944,31.20861
2021-06-14,33.0,19.7,27.0,32.4,21.5,26.6,0.0,0.0,0.0,18.1,12.9,35.3,88,21,47,29.0,46456.34,7.8,Giza,30.00944,31.20861
2021-06-15,33.7,19.9,27.4,34.0,20.8,27.4,0.0,0.0,0.0,23.2,11.0,36.7,78,23,45,29.17,46560.56,7.63,Giza,30.00944,31.20861
2021-06-16,33.9,20.2,27.2,32.6,21.6,26.5,0.0,0.0,0.0,22.5,14.7,41.8,84,21,45,29.08,46681.32,8.22,Giza,30.00944,31.20861
2021-06-17,33.3,18.8,26.2,32.8,19.5,25.4,0.0,0.0,0.0,24.7,14.7,39.2,82,22,47,29.5,46583.43,7.96,Giza,30.00944,31.20861
2021-06-18,35.3,20.2,27.4,34.8,20.7,26.7,0.0,0.0,0.0,22.7,16.1,36.7,81,19,47,28.41,44723.29,8.27,Giza,30.00944,31.20861
2021-06-19,35.5,19.4,28.0,34.0,20.8,26.9,0.0,0.0,0.0,24.1,13.7,40.7,84,15,40,29.59,46915.3,8.68,Giza,30.00944,31.20861
2021-06-20,36.2,21.3,29.6,36.4,20.5,28.1,0.0,0.0,0.0,17.8,10.7,28.8,52,17,29,29.19,46906.28,8.43,Giza,30.00944,31.20861
2021-06-21,36.9,22.7,30.4,37.6,21.8,29.5,0.0,0.0,0.0,20.6,12.3,32.0,50,18,32,29.16,46895.65,8.75,Giza,30.00944,31.20861
2021-06-22,36.3,22.5,30.2,36.6,23.2,29.8,0.0,0.0,0.0,22.7,12.8,37.1,64,20,38,29.0,46832.74,8.63,Giza,30.00944,31.20861
2021-06-23,36.5,22.2,30.0,37.2,23.0,29.9,0.0,0.0,0.0,20.9,12.6,33.1,66,22,39,28.97,46830.0,8.55,Giza,30.00944,31.20861
2021-06-24,38.4,22.6,30.9,38.7,23.5,30.9,0.0,0.0,0.0,22.4,13.1,36.4,67,20,40,29.06,46955.78,8.83,Giza,30.00944,31.20861
2021-06-25,37.0,23.1,30.4,37.6,26.3,31.4,0.0,0.0,0.0,21.0,11.8,33.8,85,24,47,28.94,46951.91,8.32,Giza,30.00944,31.20861
2021-06-26,38.2,21.9,30.9,38.3,24.7,31.4,0.0,0.0,0.0,18.8,13.1,35.3,89,21,45,28.88,46808.89,8.61,Giza,30.00944,31.20861
2021-06-27,40.8,23.8,33.0,41.8,25.9,33.3,0.0,0.0,0.0,23.6,11.7,38.5,81,15,37,29.03,47062.18,9.09,Giza,30.00944,31.20861
2021-06-28,41.2,24.4,33.2,41.1,26.2,33.2,0.0,0.0,0.0,23.9,13.0,39.2,70,13,36,29.24,47042.67,9.44,Giza,30.00944,31.20861
2021-06-29,40.1,23.3,32.2,41.2,26.7,33.6,0.0,0.0,0.0,22.0,10.7,40.0,87,18,45,28.99,46922.91,8.42,Giza,30.00944,31.20861
2021-06-30,39.8,23.6,32.4,41.0,26.8,33.4,0.0,0.0,0.0,24.1,10.1,40.3,85,16,43,29.23,47046.5,8.26,Giza,30.00944,31.20861
2021-07-01,40.5,24.1,33.1,40.8,26.6,33.0,0.0,0.0,0.0,21.7,12.0,35.3,78,13,35,29.32,47039.02,9.22,Giza,30.00944,31.20861
2021-07-02,42.5,23.6,33.8,40.4,25.6,33.5,0.0,0.0,0.0,17.9,10.2,33.8,71,11,31,29.42,47030.78,9.08,Giza,30.00944,31.20861
2021-07-03,41.0,26.1,33.1,39.4,25.9,32.2,0.0,0.0,0.0,21.4,12.0,40.0,49,11,29,29.34,47151.98,9.43,Giza,30.00944,31.20861
2021-07-04,37.5,22.7,30.0,38.2,25.8,30.6,0.0,0.0,0.0,22.9,14.0,37.1,89,20,48,28.92,46876.97,8.51,Giza,30.00944,31.20861
2021-07-05,36.7,21.9,29.7,36.9,24.2,29.6,0.0,0.0,0.0,21.2,13.7,35.3,83,20,44,29.16,46867.93,8.58,Giza,30.00944,31.20861
2021-07-06,38.4,21.3,30.3,38.5,23.2,30.5,0.0,0.0,0.0,20.9,11.1,33.5,79,17,42,28.88,46728.57,8.43,Giza,30.00944,31.20861
2021-07-07,38.8,23.2,31.5,39.3,24.0,31.3,0.0,0.0,0.0,26.3,12.0,42.8,65,15,35,29.13,46847.48,8.8,Giza,30.00944,31.20861
2021-07-08,37.8,23.2,31.3,39.8,26.9,32.7,0.0,0.0,0.0,21.1,9.2,33.8,90,21,45,28.7,46320.3,7.73,Giza,30.00944,31.20861
2021-07-09,37.2,24.5,31.6,40.4,26.3,32.5,0.0,0.0,0.0,23.2,10.7,40.0,66,22,41,28.85,46567.17,8.25,Giza,30.00944,31.20861
2021-07-10,37.4,23.5,30.7,38.6,27.5,32.5,0.0,0.0,0.0,22.5,12.1,37.4,91,24,53,27.45,44639.21,7.77,Giza,30.00944,31.20861
2021-07-11,36.9,23.2,30.8,38.7,26.8,32.3,0.0,0.0,0.0,22.0,9.4,39.6,88,20,48,29.06,46543.96,7.63,Giza,30.00944,31.20861
2021-07-12,38.0,23.9,31.6,39.5,27.1,32.9,0.0,0.0,0.0,25.2,10.5,40.7,86,19,45,29.07,46403.99,8.07,Giza,30.00944,31.20861
2021-07-13,38.0,22.9,31.1,38.9,25.7,31.7,0.0,0.0,0.0,26.3,11.3,41.8,87,16,44,29.15,46516.73,8.1,Giza,30.00944,31.20861
2021-07-14,37.6,22.4,30.7,38.7,23.7,31.2,0.0,0.0,0.0,21.7,10.7,34.6,70,20,40,29.1,46376.2,8.25,Giza,30.00944,31.20861
2021-07-15,39.3,22.4,31.6,40.4,24.7,32.6,0.0,0.0,0.0,19.2,8.9,32.0,84,18,42,29.03,46360.93,7.81,Giza,30.00944,31.20861
2021-07-16,40.2,24.7,33.2,41.7,28.1,34.2,0.0,0.0,0.0,24.9,11.3,39.2,89,15,41,28.8,46104.75,8.48,Giza,30.00944,31.20861
2021-07-17,39.4,25.0,32.8,40.4,26.7,32.8,0.0,0.0,0.0,21.9,11.3,34.2,65,15,34,29.09,46090.21,8.75,Giza,30.00944,31.20861
2021-07-18,39.4,24.1,32.6,39.4,26.5,32.8,0.0,0.0,0.0,19.3,11.2,41.4,78,13,38,29.21,45952.48,8.41,Giza,30.00944,31.20861
2021-07-19,39.7,24.8,33.0,40.3,27.1,32.9,0.0,0.0,0.0,25.6,13.3,43.2,75,14,36,28.95,45699.67,9.14,Giza,30.00944,31.20861
2021-07-20,39.6,26.7,33.9,40.5,26.5,33.0,0.0,0.0,0.0,26.4,15.5,42.8,47,19,29,28.16,45450.74,10.07,Giza,30.00944,31.20861
2021-07-21,39.0,26.5,32.9,40.4,26.8,32.5,0.0,0.0,0.0,21.6,16.3,36.0,59,20,35,28.09,45325.13,9.73,Giza,30.00944,31.20861
2021-07-22,36.2,24.8,30.8,38.0,27.4,32.3,0.0,0.0,0.0,20.4,11.8,33.5,77,27,48,27.8,45083.5,7.87,Giza,30.00944,31.20861
2021-07-23,36.7,24.5,30.5,36.5,28.0,31.2,0.0,0.0,0.0,22.3,14.0,41.4,79,20,47,27.39,45080.14,8.26,Giza,30.00944,31.20861
2021-07-24,35.1,24.1,29.4,35.9,26.6,30.4,0.0,0.0,0.0,19.3,12.1,33.1,74,26,49,27.22,44504.91,7.5,Giza,30.00944,31.20861
2021-07-25,36.0,23.2,29.7,38.2,26.4,31.6,0.0,0.0,0.0,22.6,8.7,40.0,83,26,51,27.67,44386.36,7.13,Giza,30.00944,31.20861
2021-07-26,36.2,23.7,30.2,38.6,26.6,31.7,0.0,0.0,0.0,20.7,9.9,36.0,82,23,48,28.37,44714.7,7.47,Giza,30.00944,31.20861
2021-07-27,38.1,23.8,31.4,39.4,26.4,32.1,0.0,0.0,0.0,21.6,12.3,35.6,78,18,43,28.44,44810.65,8.4,Giza,30.00944,31.20861
2021-07-28,39.4,23.1,31.9,40.0,25.7,32.1,0.0,0.0,0.0,21.3,12.0,35.6,84,15,40,28.54,44689.83,8.66,Giza,30.00944,31.20861
2021-07-29,38.6,23.4,31.7,39.8,27.0,32.6,0.0,0.0,0.0,19.9,10.7,36.7,90,17,43,28.49,44469.92,8.14,Giza,30.00944,31.20861
2021-07-30,39.0,23.8,32.1,40.5,26.2,33.4,0.0,0.0,0.0,14.8,8.6,28.1,78,19,42,28.31,44462.01,7.83,Giza,30.00944,31.20861
